state	county	total_loss	closed_loss	open_loss	cwop_loss	total_pay
MISSISSIPPI	GEORGE COUNTY	55	42	0	13	395814.37
MISSISSIPPI	GRENADA COUNTY	302	251	0	51	3607943.22
MISSISSIPPI	HINDS COUNTY	4040	3318	4	718	56947806.13
MISSISSIPPI	HUMPHREYS COUNTY	313	258	0	55	3455396.46
MISSISSIPPI	ISSAQUENA COUNTY	793	692	6	95	7993460.64
MISSISSIPPI	ITAWAMBA COUNTY	4	2	0	2	51649.2
MISSISSIPPI	JEFFERSON DAVIS COUNTY	5	2	0	3	4612.7
MISSISSIPPI	LEAKE COUNTY	33	28	0	5	278396.28
MISSISSIPPI	LEFLORE COUNTY	413	326	0	87	2300012.65
MISSISSIPPI	NESHOBA COUNTY	3	2	0	1	28598.68
MISSISSIPPI	NOXUBEE COUNTY	11	8	0	3	15683.33
MISSISSIPPI	OKTIBBEHA COUNTY	28	20	0	8	59696.77
MISSISSIPPI	PANOLA COUNTY	57	44	0	13	463599.94
MISSISSIPPI	PEARL RIVER COUNTY	688	539	1	148	12458535.07
MISSISSIPPI	PONTOTOC COUNTY	2	2	0	0	6813.51
MISSISSIPPI	PRENTISS COUNTY	1	1	0	0	13573.82
MISSISSIPPI	QUITMAN COUNTY	238	194	0	44	1821449.74
MISSISSIPPI	RANKIN COUNTY	664	555	0	109	8634886.32
MISSISSIPPI	SHARKEY COUNTY	186	168	1	17	1201803.28
MISSISSIPPI	SMITH COUNTY	10	6	0	4	27347.79
MISSISSIPPI	SUNFLOWER COUNTY	129	104	0	25	712247.2
MISSISSIPPI	TALLAHATCHIE COUNTY	75	66	0	9	321948.93
MISSISSIPPI	TATE COUNTY	20	18	0	2	653408.23
MISSISSIPPI	TIPPAH COUNTY	3	2	0	1	50027.8
MISSISSIPPI	TISHOMINGO COUNTY	15	14	0	1	203306.58
MISSISSIPPI	TUNICA COUNTY	625	551	3	71	5287606.71
MISSISSIPPI	WALTHALL COUNTY	164	129	0	35	1704487.45
MISSISSIPPI	WILKINSON COUNTY	1830	1553	3	274	18972266.28
MISSISSIPPI	YALOBUSHA COUNTY	37	31	0	6	270884.41
MISSISSIPPI	YAZOO COUNTY	301	220	3	78	5522063.35
MISSOURI	GREENE COUNTY	123	99	2	22	1598519.1
MISSOURI	HENRY COUNTY	2	2	0	0	22938.89
MISSOURI	JACKSON COUNTY	264	209	1	54	1623479.61
MISSOURI	JEFFERSON COUNTY	4133	3540	5	588	45219728.77
MISSOURI	LAWRENCE COUNTY	6	4	0	2	51368.58
MISSOURI	MACON COUNTY	3	2	0	1	9577.1
MISSOURI	MADISON COUNTY	145	131	0	14	2981283.41
MISSOURI	MARION COUNTY	547	451	1	95	11629971.88
MISSOURI	MONROE COUNTY	9	8	0	1	152580.39
MISSOURI	MONTGOMERY COUNTY	133	109	0	24	1071828.77
MISSOURI	MORGAN COUNTY	7	2	2	3	36146.85
MISSOURI	WASHINGTON COUNTY	10	8	0	2	75203.09
MISSOURI	BENTON COUNTY	8	5	0	3	92975.39
MISSOURI	BOONE COUNTY	154	117	1	36	3079990.96
MISSOURI	CLARK COUNTY	82	76	0	6	3679682.15
MISSOURI	CLAY COUNTY	2274	1860	2	412	42493583.18
MISSOURI	CRAWFORD COUNTY	63	52	1	10	1198306.88
MISSOURI	FRANKLIN COUNTY	726	624	3	99	13710493.41
MISSOURI	HOWARD COUNTY	69	57	1	11	475056.09
MISSOURI	JOHNSON COUNTY	21	12	0	9	201027.64
MISSOURI	LAFAYETTE COUNTY	17	16	0	1	281806.45
MISSOURI	LINCOLN COUNTY	2168	1912	21	235	30417623.43
MISSOURI	MILLER COUNTY	17	14	3	0	124018.07
MISSOURI	MISSISSIPPI COUNTY	210	173	1	36	4386607.42
MISSOURI	NEWTON COUNTY	82	62	0	20	809326.57
MISSOURI	PERRY COUNTY	277	261	0	16	5197569.3
MISSOURI	PIKE COUNTY	823	733	6	84	7154243.66
MISSOURI	POLK COUNTY	7	2	0	5	1734.79
MISSOURI	PULASKI COUNTY	187	112	50	25	2244611.64
MISSOURI	RANDOLPH COUNTY	4	2	0	2	15441.78
MISSOURI	SALINE COUNTY	14	11	0	3	122401.36
MISSOURI	SCOTT COUNTY	385	304	1	80	2969719.25
MISSOURI	STONE COUNTY	39	30	0	9	960453.36
MISSOURI	CAMDEN COUNTY	27	16	6	5	229483.54
MISSOURI	CARROLL COUNTY	138	122	0	16	2639416.49
MISSOURI	DEKALB COUNTY	1	0	0	1	0
MISSOURI	JASPER COUNTY	123	87	2	34	1065739.68
MISSOURI	WAYNE COUNTY	125	103	0	22	2519731.66
MISSOURI	CASS COUNTY	242	198	1	43	2619639.37
MISSOURI	CHRISTIAN COUNTY	64	51	0	13	1154368.24
MISSOURI	CLINTON COUNTY	2	1	0	1	10000
MISSOURI	GRUNDY COUNTY	3	3	0	0	58324.23
MISSOURI	KNOX COUNTY	1	1	0	0	445040.48
MISSOURI	LIVINGSTON COUNTY	21	21	0	0	266717.13
MISSOURI	WARREN COUNTY	93	81	0	12	1417642.4
MISSOURI	DAVIESS COUNTY	35	30	0	5	593699.67
MISSOURI	HARRISON COUNTY	3	3	0	0	38764.66
MISSOURI	RIPLEY COUNTY	171	155	0	16	3346257.53
MISSOURI	SULLIVAN COUNTY	2	1	0	1	328.76
MISSOURI	BUCHANAN COUNTY	427	358	1	68	13493728.62
MISSOURI	BUTLER COUNTY	412	328	0	84	7263002.04
MISSOURI	LINN COUNTY	17	16	0	1	159488.06
MISSOURI	WEBSTER COUNTY	6	5	1	0	182203.37
MISSOURI	ATCHISON COUNTY	134	102	1	31	2728502.73
MISSOURI	BARTON COUNTY	13	12	0	1	74380.31
MISSOURI	OSAGE COUNTY	165	142	9	14	2253349.65
MISSOURI	CARTER COUNTY	84	69	0	15	1297849.68
MISSOURI	LEWIS COUNTY	120	100	1	19	1776184.33
MISSOURI	INDEPENDENT CITY	636	487	1	148	8255716.21
MISSOURI	BARRY COUNTY	47	38	1	8	1170324.9
MISSOURI	IRON COUNTY	53	44	0	9	258987.46
MISSOURI	ST. LOUIS COUNTY	9757	8134	9	1614	152765991.23
MISSOURI	WRIGHT COUNTY	4	1	1	2	53198.76
MISSOURI	ADAIR COUNTY	13	11	0	2	179097.79
MISSOURI	ANDREW COUNTY	113	102	1	10	2976205.7
MISSOURI	AUDRAIN COUNTY	61	39	0	22	166872.23
MISSOURI	BATES COUNTY	18	14	0	4	510829.24
MISSOURI	BOLLINGER COUNTY	111	98	0	13	2140691.31
MISSOURI	CALLAWAY COUNTY	468	419	0	49	6725969.99
MISSOURI	CAPE GIRARDEAU COUNTY	1060	926	2	132	9165959.68
MISSOURI	CASS	79	63	0	16	848689.86
MISSOURI	CHARITON COUNTY	43	38	0	5	563348.28
MISSOURI	COLE COUNTY	160	147	1	12	2004609.56
MISSOURI	COOPER COUNTY	8	8	0	0	111622.67
MISSOURI	DENT COUNTY	1	0	0	1	0
MISSOURI	DUNKLIN COUNTY	38	23	1	14	115991.14
MISSOURI	GASCONADE COUNTY	403	337	7	59	5157699.15
MISSOURI	HOLT COUNTY	1104	996	17	91	33293793.08
MISSOURI	HOWELL COUNTY	25	17	1	7	723474.56
MISSOURI	LACLEDE COUNTY	12	8	1	3	303420.79
MISSOURI	MARIES COUNTY	81	56	21	4	1294925.99
MISSOURI	MCDONALD COUNTY	164	116	19	29	3979928.37
MISSOURI	MONITEAU COUNTY	27	20	0	7	290885.92
MISSOURI	NEW MADRID COUNTY	271	179	1	91	1906687.75
MISSOURI	OREGON COUNTY	42	41	0	1	429198.28
MISSOURI	OZARK COUNTY	2	1	0	1	60269.08
MISSOURI	PEMISCOT COUNTY	138	85	0	53	476413.19
MISSOURI	PETTIS COUNTY	29	15	0	14	43237.18
MISSOURI	PHELPS COUNTY	226	164	31	31	4030039.31
MISSOURI	PLATTE COUNTY	371	316	1	54	13748519.86
MISSOURI	RALLS COUNTY	44	36	0	8	500290.75
MISSOURI	RAY COUNTY	183	157	0	26	2070132.83
MISSOURI	REYNOLDS COUNTY	109	91	0	18	1328920.95
MISSOURI	SHANNON COUNTY	20	19	0	1	164387.78
MISSOURI	ST. CHARLES COUNTY	10593	9486	46	1061	127788380.95
MISSOURI	ST. FRANCOIS COUNTY	65	57	0	8	1103254.56
MISSOURI	STE. GENEVIEVE COUNTY	1164	932	0	232	6521400.62
MISSOURI	STODDARD COUNTY	78	65	0	13	749639.12
MISSOURI	TANEY COUNTY	242	179	21	42	9405691.92
MISSOURI	TEXAS COUNTY	15	9	1	5	347455.27
MISSOURI	VERNON COUNTY	9	6	0	3	57102.45
MISSOURI	WASHINGTON	3	3	0	0	15338.16
MONTANA	JEFFERSON COUNTY	6	5	0	1	8372.15
MONTANA	MADISON COUNTY	5	3	1	1	26091.08
MONTANA	LINCOLN COUNTY	36	30	0	6	403985.05
MONTANA	PHILLIPS COUNTY	45	34	0	11	139154.33
MONTANA	LAKE COUNTY	17	14	0	3	53318.4
MONTANA	MINERAL COUNTY	5	4	0	1	10767.53
MONTANA	PARK COUNTY	109	89	0	20	777141.47
MONTANA	LIBERTY COUNTY	2	1	0	1	788.79
MONTANA	DAWSON COUNTY	5	5	0	0	11738.81
MONTANA	BLAINE COUNTY	54	41	0	13	69039.22
MONTANA	CUSTER COUNTY	151	108	1	42	399714.25
MONTANA	TETON COUNTY	4	3	0	1	2340.46
MONTANA	VALLEY COUNTY	264	218	1	45	1490588.17
MONTANA	GALLATIN COUNTY	62	43	0	19	294449.14
MONTANA	POWELL COUNTY	19	16	0	3	68451.91
MONTANA	BEAVERHEAD COUNTY	12	3	0	9	2464.07
MONTANA	BIG HORN COUNTY	18	16	0	2	245614.71
MONTANA	BROADWATER COUNTY	4	3	0	1	20104.56
MONTANA	CARBON COUNTY	36	31	0	5	297203.9
MONTANA	CASCADE COUNTY	234	166	0	68	557675.33
MONTANA	DEER LODGE COUNTY	8	3	0	5	4094.23
MONTANA	FALLON COUNTY	1	0	0	1	0
MONTANA	FERGUS COUNTY	27	17	0	10	247728.39
MONTANA	FLATHEAD COUNTY	112	74	0	38	650828.41
MONTANA	GLACIER COUNTY	5	5	0	0	31865.94
MONTANA	GRANITE COUNTY	11	7	0	4	52952.63
MONTANA	HILL COUNTY	13	10	1	2	51364.78
MONTANA	LEWIS & CLARK COUNTY	59	46	0	13	237066.64
MONTANA	MEAGHER COUNTY	5	4	0	1	91550.74
MONTANA	MISSOULA COUNTY	127	96	1	30	547910.29
MONTANA	MUSSELSHELL COUNTY	63	57	0	6	1133092.88
MONTANA	POWDER RIVER COUNTY	11	10	0	1	34429
MONTANA	RAVALLI COUNTY	30	23	0	7	62043.48
MONTANA	RICHLAND COUNTY	9	7	0	2	63389.64
MONTANA	ROOSEVELT COUNTY	7	5	0	2	65078.12
MONTANA	ROSEBUD COUNTY	5	2	0	3	7633.54
MONTANA	SANDERS COUNTY	10	6	0	4	223489.63
MONTANA	SILVER BOW COUNTY	8	5	0	3	8244.84
MONTANA	STILLWATER COUNTY	18	10	0	8	53946.3
MONTANA	SWEET GRASS COUNTY	21	19	0	2	378110.27
MONTANA	TREASURE COUNTY	1	1	0	0	27597.04
MONTANA	WHEATLAND COUNTY	16	11	0	5	19220.04
MONTANA	WIBAUX COUNTY	3	3	0	0	77084.26
MONTANA	YELLOWSTONE COUNTY	194	144	0	50	957636.48
NEBRASKA	JEFFERSON COUNTY	7	5	0	2	13119.99
NEBRASKA	MADISON COUNTY	61	42	0	19	3099101.73
NEBRASKA	WASHINGTON COUNTY	136	109	0	27	2554555
NEBRASKA	BOONE COUNTY	8	6	0	2	31509.08
NEBRASKA	HOWARD COUNTY	4	2	0	2	2015.75
NEBRASKA	JOHNSON COUNTY	2	1	0	1	1972.39
NEBRASKA	LINCOLN COUNTY	73	31	1	41	253068.61
NEBRASKA	POLK COUNTY	1	1	0	0	150
NEBRASKA	SALINE COUNTY	117	81	0	36	403442.45
NEBRASKA	ADAMS COUNTY	17	9	0	8	47596.18
NEBRASKA	DOUGLAS COUNTY	630	461	0	169	4060135.4
NEBRASKA	HAMILTON COUNTY	15	12	0	3	86194.66
NEBRASKA	DAWSON COUNTY	49	33	0	16	207901.85
NEBRASKA	HALL COUNTY	112	58	0	54	405253.8
NEBRASKA	PIERCE COUNTY	5	2	0	3	16106.56
NEBRASKA	WAYNE COUNTY	4	1	0	3	1495.17
NEBRASKA	WHEELER COUNTY	2	1	0	1	7763.06
NEBRASKA	CUSTER COUNTY	4	2	0	2	69883.24
NEBRASKA	VALLEY COUNTY	5	5	0	0	28546.43
NEBRASKA	CASS COUNTY	394	332	0	62	3503539.03
NEBRASKA	KNOX COUNTY	15	8	0	7	515144.65
NEBRASKA	BUTLER COUNTY	4	3	0	1	4433.48
NEBRASKA	WEBSTER COUNTY	1	1	0	0	1727.4
NEBRASKA	CHASE COUNTY	1	1	0	0	3028.44
NEBRASKA	NEMAHA COUNTY	53	31	0	22	551996.53
NEBRASKA	PAWNEE COUNTY	1	0	0	1	0
NEBRASKA	SEWARD COUNTY	21	16	0	5	116616.23
NEBRASKA	STANTON COUNTY	3	2	0	1	6031.9
NEBRASKA	BOYD COUNTY	14	8	0	6	148095.53
NEBRASKA	YORK COUNTY	7	0	0	7	0
NEBRASKA	DAKOTA COUNTY	73	20	0	53	557889.36
NEBRASKA	DODGE COUNTY	499	375	0	124	2603560.43
NEBRASKA	FILLMORE COUNTY	2	1	0	1	25000
NEBRASKA	HOLT COUNTY	2	0	0	2	0
NEBRASKA	PHELPS COUNTY	8	6	0	2	74756.04
NEBRASKA	PLATTE COUNTY	67	50	0	17	432795.46
NEBRASKA	ANTELOPE COUNTY	9	8	0	1	288677.32
NEBRASKA	BUFFALO COUNTY	16	10	0	6	44862.52
NEBRASKA	BURT COUNTY	37	13	0	24	721192.64
NEBRASKA	CHEYENNE COUNTY	17	10	0	7	57897.97
NEBRASKA	COLFAX COUNTY	144	114	0	30	1257961.85
NEBRASKA	CUMING COUNTY	13	8	0	5	35467.66
NEBRASKA	DEUEL COUNTY	13	11	0	2	26519.72
NEBRASKA	DIXON COUNTY	2	1	0	1	2819.92
NEBRASKA	FURNAS COUNTY	1	0	0	1	0
NEBRASKA	GAGE COUNTY	154	111	0	43	1196482.65
NEBRASKA	GARDEN COUNTY	2	1	0	1	4926.39
NEBRASKA	HITCHCOCK COUNTY	1	1	0	0	759
NEBRASKA	KEARNEY COUNTY	2	1	0	1	6348.75
NEBRASKA	KEITH COUNTY	5	2	0	3	19967.89
NEBRASKA	LANCASTER COUNTY	117	46	0	71	311150.99
NEBRASKA	MERRICK COUNTY	11	7	0	4	16273.59
NEBRASKA	MORRILL COUNTY	1	1	0	0	7023.8
NEBRASKA	NANCE COUNTY	1	0	0	1	0
NEBRASKA	NUCKOLLS COUNTY	3	3	0	0	7069.58
NEBRASKA	OTOE COUNTY	18	17	0	1	376171.39
NEBRASKA	RED WILLOW COUNTY	10	7	0	3	35533.95
NEBRASKA	RICHARDSON COUNTY	88	82	0	6	2370749.58
NEBRASKA	SARPY COUNTY	992	866	0	126	8937876.28
NEBRASKA	SAUNDERS COUNTY	256	217	0	39	2145471.53
NEBRASKA	SCOTTS BLUFF COUNTY	50	28	1	21	171847.94
NEBRASKA	SHERMAN COUNTY	1	1	0	0	7045.99
NEBRASKA	THAYER COUNTY	17	13	0	4	174712.27
NEBRASKA	THURSTON COUNTY	16	12	0	4	32899.78
NEVADA	CLARK COUNTY	548	338	0	210	7127042.04
NEVADA	LINCOLN COUNTY	3	0	0	3	0
NEVADA	HUMBOLDT COUNTY	12	7	0	5	44385.43
NEVADA	DOUGLAS COUNTY	148	117	0	31	2943995.17
NEVADA	MINERAL COUNTY	2	1	0	1	2662.8
NEVADA	LYON COUNTY	13	9	0	4	253656.35
NEVADA	INDEPENDENT CITY	85	47	0	38	521051.17
NEVADA	CHURCHILL COUNTY	3	3	0	0	9850.78
NEVADA	ELKO COUNTY	12	5	0	7	24731.92
NEVADA	EUREKA COUNTY	1	1	0	0	587.73
NEVADA	LANDER COUNTY	3	1	0	2	1058.48
NEVADA	NYE COUNTY	57	21	2	34	265725.13
NEVADA	PERSHING COUNTY	4	2	0	2	18852.65
NEVADA	STOREY COUNTY	11	7	0	4	40962.78
NEVADA	WASHOE COUNTY	592	465	2	125	27659712.1
NEVADA	WHITE PINE COUNTY	6	1	0	5	389.63
NEW HAMPSHIRE	HILLSBOROUGH COUNTY	573	434	1	138	9697617.77
NEW HAMPSHIRE	CARROLL COUNTY	253	177	2	74	1821021.73
NEW HAMPSHIRE	SULLIVAN COUNTY	39	27	1	11	274931.27
NEW HAMPSHIRE	BELKNAP COUNTY	108	85	1	22	894778.47
NEW HAMPSHIRE	CHESHIRE COUNTY	222	153	3	66	6225987.98
NEW HAMPSHIRE	COOS COUNTY	71	55	0	16	410853.68
NEW HAMPSHIRE	GRAFTON COUNTY	302	231	1	70	3695264.36
NEW HAMPSHIRE	MERRIMACK COUNTY	288	227	3	58	6204004.12
NEW HAMPSHIRE	ROCKINGHAM COUNTY	1712	1288	4	420	16497588.56
NEW HAMPSHIRE	STRAFFORD COUNTY	129	99	2	28	2211260.66
NEW JERSEY	--------------------------------	10	9	0	1	43556.38
NEW JERSEY	UNION COUNTY	5555	4398	12	1145	96277675.11
NEW JERSEY	MIDDLESEX COUNTY	4144	3400	39	705	107251219.14
NEW JERSEY	SUSSEX COUNTY	182	123	0	59	1687286.97
NEW JERSEY	CAMDEN COUNTY	1011	669	10	332	5305171.6
NEW JERSEY	CUMBERLAND COUNTY	972	796	9	167	14233161.05
NEW JERSEY	MERCER COUNTY	2202	1711	5	486	36759912.89
NEW JERSEY	WARREN COUNTY	1224	1033	2	189	31707005.55
NEW JERSEY	SOMERSET COUNTY	5281	4679	9	593	158666264.54
NEW JERSEY	ESSEX COUNTY	4629	3710	3	916	107675620.23
NEW JERSEY	ATLANTIC COUNTY	20331	17212	229	2890	433220826.7
NEW JERSEY	BERGEN COUNTY	12616	10714	35	1867	334105090.12
NEW JERSEY	BURLINGTON COUNTY	1714	1203	7	504	21832066.02
NEW JERSEY	CAPE MAY COUNTY	26829	21755	208	4866	363080503.9
NEW JERSEY	GLOUCESTER COUNTY	565	352	7	206	3537511.55
NEW JERSEY	HUDSON COUNTY	4068	3052	42	974	134425057.84
NEW JERSEY	HUNTERDON COUNTY	1301	1064	5	232	24612845.65
NEW JERSEY	MONMOUTH COUNTY	19408	15798	819	2791	810878422.54
NEW JERSEY	MORRIS COUNTY	8915	7698	29	1188	190622124.38
NEW JERSEY	OCEAN COUNTY	52035	42389	2841	6805	2207239980.58
NEW JERSEY	PASSAIC COUNTY	13504	11736	26	1742	277923153.21
NEW JERSEY	SALEM COUNTY	729	433	19	277	6358287.81
NEW MEXICO	GRANT COUNTY	11	6	0	5	116507.01
NEW MEXICO	LINCOLN COUNTY	74	55	2	17	2212788.8
NEW MEXICO	SIERRA COUNTY	7	7	0	0	27471.98
NEW MEXICO	OTERO COUNTY	94	61	0	33	1246915.15
NEW MEXICO	SAN JUAN COUNTY	24	13	0	11	38997.18
NEW MEXICO	SAN MIGUEL COUNTY	8	1	0	7	1425.1
NEW MEXICO	ROOSEVELT COUNTY	17	11	0	6	36549.44
NEW MEXICO	COLFAX COUNTY	7	4	0	3	14219.27
NEW MEXICO	BERNALILLO COUNTY	166	66	14	86	624360.64
NEW MEXICO	CHAVES COUNTY	28	12	0	16	55079.91
NEW MEXICO	CIBOLA COUNTY	24	21	0	3	445471.79
NEW MEXICO	CURRY COUNTY	42	19	0	23	190307.47
NEW MEXICO	DONA ANA COUNTY	160	101	0	59	4373989.42
NEW MEXICO	EDDY COUNTY	47	30	0	17	320446.32
NEW MEXICO	HIDALGO COUNTY	3	3	0	0	27827.79
NEW MEXICO	LEA COUNTY	180	122	0	58	769341.31
NEW MEXICO	LOS ALAMOS COUNTY	11	6	0	5	31797.76
NEW MEXICO	LUNA COUNTY	2	2	0	0	88420.82
NEW MEXICO	MCKINLEY COUNTY	12	4	0	8	13284.08
NEW MEXICO	QUAY COUNTY	9	5	0	4	12313.26
NEW MEXICO	RIO ARRIBA COUNTY	30	18	1	11	86524.18
NEW MEXICO	SANDOVAL COUNTY	12	2	0	10	9886.65
NEW MEXICO	SANTA FE COUNTY	22	8	1	13	155062.99
NEW MEXICO	SOCORRO COUNTY	7	2	0	5	18369.82
NEW MEXICO	TAOS COUNTY	23	15	1	7	52122.97
NEW MEXICO	VALENCIA COUNTY	76	35	1	40	297881.99
NEW YORK	GREENE COUNTY	584	473	4	107	18405602.48
NEW YORK	JEFFERSON COUNTY	181	114	0	67	723679.63
NEW YORK	MADISON COUNTY	338	266	14	58	4248020.4
NEW YORK	MONROE COUNTY	606	340	3	263	3106115.33
NEW YORK	MONTGOMERY COUNTY	295	240	17	38	8024850.81
NEW YORK	WASHINGTON COUNTY	152	96	1	55	1427507.6
NEW YORK	--------------------------------	13	10	0	3	174922.46
NEW YORK	COLUMBIA COUNTY	243	203	0	40	3037562.22
NEW YORK	FRANKLIN COUNTY	43	27	0	16	247832.93
NEW YORK	FULTON COUNTY	87	63	0	24	726304.01
NEW YORK	ORANGE COUNTY	1802	1396	11	395	23406274.77
NEW YORK	HAMILTON COUNTY	55	48	0	7	599802.73
NEW YORK	NASSAU COUNTY	48391	42101	429	5861	2016718301.66
NEW YORK	PUTNAM COUNTY	334	224	0	110	4928752.34
NEW YORK	WAYNE COUNTY	107	73	0	34	696454.28
NEW YORK	CLINTON COUNTY	277	208	1	68	4808077.28
NEW YORK	LIVINGSTON COUNTY	113	77	0	36	434806.48
NEW YORK	SCHUYLER COUNTY	49	37	0	12	302889.83
NEW YORK	WARREN COUNTY	165	118	0	47	2396630.06
NEW YORK	DELAWARE COUNTY	1238	1085	7	146	38139740
NEW YORK	STEUBEN COUNTY	384	259	0	125	2168369.21
NEW YORK	SULLIVAN COUNTY	1092	908	3	181	15910498.51
NEW YORK	CHAUTAUQUA COUNTY	1901	1583	1	317	8654264.05
NEW YORK	LEWIS COUNTY	46	33	0	13	347192.59
NEW YORK	ALLEGANY COUNTY	581	479	0	102	2104376.84
NEW YORK	ESSEX COUNTY	377	305	2	70	5682043.63
NEW YORK	SUFFOLK COUNTY	32205	25878	337	5990	994961095.23
NEW YORK	GENESEE COUNTY	143	110	0	33	880297.84
NEW YORK	ALBANY COUNTY	317	235	0	82	3923977.84
NEW YORK	BRONX COUNTY	41160	34743	188	6229	1187930452.15
NEW YORK	BROOME COUNTY	3079	2768	18	293	137208766.17
NEW YORK	CATTARAUGUS COUNTY	472	360	0	112	5091585.48
NEW YORK	CATTARAVUS COUNTY	14	11	0	3	37851.91
NEW YORK	CAYUGA COUNTY	247	172	1	74	948725.86
NEW YORK	CHEMUNG COUNTY	291	192	2	97	2852484.06
NEW YORK	CHENANGO COUNTY	629	518	4	107	11072660.61
NEW YORK	CORTLAND COUNTY	346	242	24	80	2836720.5
NEW YORK	DUTCHESS COUNTY	619	488	7	124	10715528.3
NEW YORK	ERIE COUNTY	2232	1561	1	670	8601535.61
NEW YORK	HERKIMER COUNTY	378	290	34	54	2641945.23
NEW YORK	NIAGARA COUNTY	152	87	14	51	749880.88
NEW YORK	ONEIDA COUNTY	776	588	29	159	7880920.39
NEW YORK	ONONDAGA COUNTY	857	629	2	226	5427658.8
NEW YORK	ONTARIO COUNTY	241	170	0	71	2170326.46
NEW YORK	ORLEANS COUNTY	37	23	0	14	76403.82
NEW YORK	OSWEGO	2	2	0	0	34697.56
NEW YORK	OSWEGO COUNTY	199	138	0	61	1465175.13
NEW YORK	OTSEGO COUNTY	461	368	2	91	8935151.27
NEW YORK	RENSSELAER COUNTY	510	365	2	143	7369497.02
NEW YORK	ROCKLAND COUNTY	3164	2451	5	708	38235164.49
NEW YORK	SARATOGA COUNTY	596	473	2	121	7901449.71
NEW YORK	SCHENECTADY COUNTY	342	293	1	48	7876725.74
NEW YORK	SCHOHARIE COUNTY	698	627	3	68	31889374.03
NEW YORK	SENECA COUNTY	83	58	0	25	436340.72
NEW YORK	ST. LAWRENCE COUNTY	90	70	0	20	619812.05
NEW YORK	TIOGA COUNTY	1544	1375	13	156	60692941.47
NEW YORK	TOMPKINS COUNTY	234	178	1	55	1616073.85
NEW YORK	ULSTER COUNTY	1272	1021	6	245	29133318.27
NEW YORK	WESTCHESTER COUNTY	9813	7959	17	1837	140859788.63
NEW YORK	WYOMING COUNTY	85	60	0	25	780239.67
NEW YORK	YATES COUNTY	97	55	0	42	234712.51
NORTH CAROLINA	CHEROKEE COUNTY	35	28	0	7	603807.79
NORTH CAROLINA	GREENE COUNTY	23	21	0	2	856780.92
NORTH CAROLINA	JACKSON COUNTY	40	25	1	14	599133.6
NORTH CAROLINA	LEE COUNTY	20	14	0	6	162260.62
NORTH CAROLINA	MACON COUNTY	35	27	0	8	872476.67
NORTH CAROLINA	MADISON COUNTY	68	48	0	20	936445.4
NORTH CAROLINA	MONTGOMERY COUNTY	2	1	0	1	12064.98
NORTH CAROLINA	WASHINGTON COUNTY	39	31	0	8	471939.48
NORTH CAROLINA	GRAHAM COUNTY	4	2	0	2	10846.72
NORTH CAROLINA	CLAY COUNTY	15	13	0	2	74129.26
NORTH CAROLINA	FRANKLIN COUNTY	19	16	0	3	133583.3
NORTH CAROLINA	LINCOLN COUNTY	5	2	1	2	20466.4
NORTH CAROLINA	POLK COUNTY	14	10	2	2	87285.74
NORTH CAROLINA	RANDOLPH COUNTY	21	13	0	8	116648.99
NORTH CAROLINA	UNION COUNTY	33	26	0	7	273320.67
NORTH CAROLINA	ORANGE COUNTY	26	17	2	7	234322.56
NORTH CAROLINA	MARTIN COUNTY	32	26	0	6	281718.28
NORTH CAROLINA	BURKE COUNTY	69	52	7	10	2091067.12
NORTH CAROLINA	CAMDEN COUNTY	393	293	0	100	4261729.04
NORTH CAROLINA	CHATHAM COUNTY	98	86	0	12	1432962.13
NORTH CAROLINA	FORSYTH COUNTY	327	248	3	76	2785478.83
NORTH CAROLINA	JONES COUNTY	84	71	0	13	2949712.48
NORTH CAROLINA	MITCHELL COUNTY	34	26	0	8	804187.15
NORTH CAROLINA	RICHMOND COUNTY	9	7	0	2	97534.64
NORTH CAROLINA	WAYNE COUNTY	514	396	0	118	11613413.37
NORTH CAROLINA	ALEXANDER COUNTY	4	2	0	2	4910.85
NORTH CAROLINA	CUMBERLAND COUNTY	151	84	4	63	1276388.86
NORTH CAROLINA	HENDERSON COUNTY	152	123	3	26	1605519.76
NORTH CAROLINA	WARREN COUNTY	4	0	0	4	0
NORTH CAROLINA	WILSON COUNTY	307	250	2	55	5957075.27
NORTH CAROLINA	CALDWELL COUNTY	46	32	0	14	410409.8
NORTH CAROLINA	ROWAN COUNTY	36	26	0	10	379522.93
NORTH CAROLINA	ROCKINGHAM COUNTY	94	70	0	24	790662.88
NORTH CAROLINA	ALAMANCE COUNTY	83	66	0	17	1210796.66
NORTH CAROLINA	ALLEGHANY COUNTY	4	4	0	0	64778.7
NORTH CAROLINA	ANSON COUNTY	1	1	0	0	6579.63
NORTH CAROLINA	ASHE COUNTY	95	70	0	25	719515.26
NORTH CAROLINA	AVERY COUNTY	141	115	4	22	2764602.76
NORTH CAROLINA	BEAUFORT	79	61	0	18	1190948.48
NORTH CAROLINA	BEAUFORT COUNTY	7954	6803	33	1118	103750817.16
NORTH CAROLINA	BERTIE COUNTY	240	217	1	22	7692466.66
NORTH CAROLINA	BLADEN COUNTY	34	28	0	6	536800.99
NORTH CAROLINA	BRUNSWICK COUNTY	6905	4068	2	2835	46027682.42
NORTH CAROLINA	BUNCOMBE COUNTY	505	379	4	122	17277038.5
NORTH CAROLINA	CABARRUS COUNTY	174	133	4	37	3672720.88
NORTH CAROLINA	CARTERET COUNTY	6163	4013	20	2130	59248434.1
